BACTERIO_DETAILS_ID,WELL_TEST_ID,LAB_SAMPLE_NUMBER,LAB_NAME,LAB_LOCATION,CREATE_TIMESTAMP,CREATE_USERID
1162495,15390,L1874931-1,ALS Environmental,Calgary,2017-03-22 03:05:30.587000000,BWWT_ETL_Process
1162496,15391,L1874932-1,ALS Environmental,Calgary,2017-03-22 03:05:36.697000000,BWWT_ETL_Process
1162498,15393,L1876852-1,ALS Environmental,Calgary,2017-03-23 03:08:21.860000000,BWWT_ETL_Process
1162500,15395,L1878494-1,ALS Environmental,Calgary,2017-03-23 03:17:25.797000000,BWWT_ETL_Process
1162501,15396,L1878489-1,ALS Environmental,Calgary,2017-03-24 03:08:39.413000000,BWWT_ETL_Process
1162502,15397,L1879782-1,ALS Environmental,Calgary,2017-03-24 03:12:38.157000000,BWWT_ETL_Process
1162503,15398,L1874933-1,ALS Environmental,Calgary,2017-03-24 03:12:44.220000000,BWWT_ETL_Process
1162504,15399,L1879784-1,ALS Environmental,Calgary,2017-03-24 03:12:49.477000000,BWWT_ETL_Process
1162505,15400,L18794755-1,ALS Environmental,Calgary,2017-03-24 03:12:56.150000000,BWWT_ETL_Process
1162506,15401,L1879329-1,ALS Environmental,Calgary,2017-03-24 03:13:01.680000000,BWWT_ETL_Process
1162507,15402,L1879798-1,ALS Environmental,Calgary,2017-03-24 03:13:07.197000000,BWWT_ETL_Process
1162508,15403,L1879788,ALS Environmental,Calgary,2017-03-24 03:13:13.030000000,BWWT_ETL_Process
1162509,15404,L1272742-1,ALS Environmental,Calgary,2017-03-24 03:13:18.297000000,BWWT_ETL_Process
1162510,15405,L1272740-1,ALS Environmental,Calgary,2017-03-24 03:13:24.420000000,BWWT_ETL_Process
1162511,15406,L1879778-1,ALS Environmental,Calgary,2017-03-28 03:04:08.580000000,BWWT_ETL_Process
1162512,15407,L1879761-1,ALS Environmental,Calgary,2017-03-28 03:04:14.147000000,BWWT_ETL_Process
1162513,15408,L1879761-2,ALS Environmental,Calgary,2017-03-28 03:04:19.257000000,BWWT_ETL_Process
1162514,15409,L1879776-1,ALS Environmental,Calgary,2017-03-28 03:04:24.077000000,BWWT_ETL_Process
1162515,15410,L1879744-1,ALS Environmental,Calgary,2017-03-28 03:04:29.573000000,BWWT_ETL_Process
1162516,15411,L1880425-1,ALS Environmental,Calgary,2017-03-29 03:08:40.707000000,BWWT_ETL_Process
1162517,15412,L1881111-1,ALS Environmental,Calgary,2017-03-29 03:09:16.637000000,BWWT_ETL_Process
1162518,15413,L1881639-1,ALS Environmental,Calgary,2017-03-29 03:09:22.637000000,BWWT_ETL_Process
1162519,15414,L1880420-1,ALS Environmental,Calgary,2017-03-29 03:09:37.453000000,BWWT_ETL_Process
1162520,15415,L1881644-1,ALS Environmental,Calgary,2017-03-29 03:09:43.313000000,BWWT_ETL_Process
1162521,15416,L1882064-1,ALS Environmental,Calgary,2017-03-29 03:09:50.280000000,BWWT_ETL_Process
1162522,15417,L1881643-1,ALS Environmental,Calgary,2017-03-29 03:09:55.773000000,BWWT_ETL_Process
1162523,15418,L1881637-1,ALS Environmental,Calgary,2017-03-29 03:10:01.513000000,BWWT_ETL_Process
1162524,15419,L1881106-1,ALS Environmental,Calgary,2017-03-29 03:10:07.580000000,BWWT_ETL_Process
1162525,15420,L1880417-1,ALS Environmental,Calgary,2017-03-29 03:10:13.673000000,BWWT_ETL_Process
1162526,15421,L1880419-1,ALS Environmental,Calgary,2017-03-29 03:10:19.580000000,BWWT_ETL_Process
1162527,15422,L1881107-1,ALS Environmental,Calgary,2017-03-29 03:10:25.800000000,BWWT_ETL_Process
1162528,15423,L1882600-1,ALS Environmental,Calgary,2017-03-30 03:04:08.353000000,BWWT_ETL_Process
1162529,15424,L1882067-1,ALS Environmental,Calgary,2017-03-30 03:04:13.860000000,BWWT_ETL_Process
1162530,15425,L1882586-1,ALS Environmental,Calgary,2017-03-30 03:04:19.753000000,BWWT_ETL_Process
1162531,15426,L1882066-1,ALS Environmental,Calgary,2017-03-30 03:04:25.163000000,BWWT_ETL_Process
1162532,15427,L1881109-1,ALS Environmental,Calgary,2017-03-30 03:04:31.500000000,BWWT_ETL_Process
1162533,15428,L1883114-1,ALS Environmental,Calgary,2017-03-30 03:04:37.123000000,BWWT_ETL_Process
1162534,15429,L1882596-1,ALS Environmental,Calgary,2017-03-30 03:04:43.250000000,BWWT_ETL_Process
1162535,15430,L1882590-1,ALS Environmental,Calgary,2017-03-30 03:06:58.957000000,BWWT_ETL_Process
1162536,15431,L1882607-1,ALS Environmental,Calgary,2017-03-30 03:11:47.113000000,BWWT_ETL_Process
1162537,15432,L1876854-1,ALS Environmental,Calgary,2017-04-01 03:04:08.590000000,BWWT_ETL_Process
1162538,15433,L1878503-1,ALS Environmental,Calgary,2017-04-01 03:04:17.660000000,BWWT_ETL_Process
1162539,15434,L1878510-1,ALS Environmental,Calgary,2017-04-01 03:04:24.473000000,BWWT_ETL_Process
1162540,15435,QF3644,Maxxam Analytics,Calgary,2017-04-04 03:08:45.497000000,BWWT_ETL_Process
1162541,15436,L1884575-1,ALS Environmental,Calgary,2017-04-06 03:04:48.403000000,BWWT_ETL_Process
1162542,15437,L1884573-1,ALS Environmental,Calgary,2017-04-06 03:04:54.340000000,BWWT_ETL_Process
1162543,15438,L1883113-1,ALS Environmental,Calgary,2017-04-06 03:05:00.677000000,BWWT_ETL_Process
1162544,15439,L1885062-1,ALS Environmental,Calgary,2017-04-06 03:05:06.660000000,BWWT_ETL_Process
1162545,15440,L1883686-1,ALS Environmental,Calgary,2017-04-06 03:05:12.617000000,BWWT_ETL_Process
1162546,15441,L1883687-1,ALS Environmental,Calgary,2017-04-06 03:05:17.333000000,BWWT_ETL_Process
1162547,15442,L1885060-1,ALS Environmental,Calgary,2017-04-06 03:05:22.617000000,BWWT_ETL_Process
1162548,15443,QL8019,Maxxam Analytics,Calgary,2017-04-11 03:04:46.530000000,BWWT_ETL_Process
1162549,15444,QL8030,Maxxam Analytics,Calgary,2017-04-11 03:04:52.873000000,BWWT_ETL_Process
1162550,15445,QL8045,Maxxam Analytics,Calgary,2017-04-11 03:05:02.967000000,BWWT_ETL_Process
1162551,15446,QJ4980,Maxxam Analytics,Calgary,2017-04-11 03:05:13.480000000,BWWT_ETL_Process
1162552,15447,8236506,AGAT Laboratories,Calgary,2017-04-12 03:04:06.923000000,BWWT_ETL_Process
1162553,15448,QL8047,Maxxam Analytics,Calgary,2017-04-12 03:04:12.140000000,BWWT_ETL_Process
1162554,15449,QL8037,Maxxam Analytics,Calgary,2017-04-13 03:04:08.743000000,BWWT_ETL_Process
1162555,15450,QL8015,Maxxam Analytics,Calgary,2017-04-19 03:04:09.337000000,BWWT_ETL_Process
1162556,15451,QO2342,Maxxam Analytics,Calgary,2017-04-25 03:04:12.023000000,BWWT_ETL_Process
1162557,15452,1187634,Exova,Calgary,2017-04-27 03:04:07.880000000,BWWT_ETL_Process
1162558,15453,1187977,Exova,Calgary,2017-04-27 03:04:13.357000000,BWWT_ETL_Process
1162559,15454,1190179,Exova,Calgary,2017-04-27 03:04:18.900000000,BWWT_ETL_Process
1162560,15455,1188249,Exova,Calgary,2017-04-28 03:04:08.647000000,BWWT_ETL_Process
1162561,15456,L1894276-1,ALS Environmental,Calgary,2017-04-28 03:04:13.310000000,BWWT_ETL_Process
1162562,15457,L1898449-1,ALS Environmental,Calgary,2017-04-28 03:04:18.193000000,BWWT_ETL_Process
1162563,15458,L1898451-1,ALS Environmental,Calgary,2017-04-28 03:04:22.720000000,BWWT_ETL_Process
1162564,15459,L1893015-1,ALS Environmental,Calgary,2017-04-28 03:04:27.833000000,BWWT_ETL_Process
1162566,15461,L1900469-1,ALS Environmental,Calgary,2017-05-05 03:04:09.223000000,BWWT_ETL_Process
1162567,15462,L1900479-1,ALS Environmental,Calgary,2017-05-05 03:04:15.567000000,BWWT_ETL_Process
1162568,15463,L1900315-1,ALS Environmental,Calgary,2017-05-05 03:04:22.707000000,BWWT_ETL_Process
1162569,15464,L1901214-1,ALS Environmental,Calgary,2017-05-05 03:04:28.177000000,BWWT_ETL_Process
1162570,15465,L1901228-1,ALS Environmental,Calgary,2017-05-05 03:04:34.927000000,BWWT_ETL_Process
1162571,15466,QO2290,Maxxam Analytics,Calgary,2017-05-09 03:04:20.897000000,BWWT_ETL_Process
1162572,15467,L1902327-1,ALS Environmental,Calgary,2017-05-09 03:04:29.210000000,BWWT_ETL_Process
1162573,15468,L1902328-1,ALS Environmental,Calgary,2017-05-09 03:04:34.730000000,BWWT_ETL_Process
1162574,15469,L1901218-1,ALS Environmental,Calgary,2017-05-09 03:04:39.860000000,BWWT_ETL_Process
1162575,15470,L1902710-1,ALS Environmental,Calgary,2017-05-09 03:04:46.293000000,BWWT_ETL_Process
1162576,15471,L1901225-1,ALS Environmental,Calgary,2017-05-09 03:04:51.073000000,BWWT_ETL_Process
1162577,15472,8256983,AGAT Laboratories,Calgary,2017-05-10 03:04:06.267000000,BWWT_ETL_Process
1162578,15473,8256914,AGAT Laboratories,Calgary,2017-05-10 03:04:09.823000000,BWWT_ETL_Process
1162579,15474,L1901218-1,ALS Environmental,Calgary,2017-05-12 03:04:11.607000000,BWWT_ETL_Process
1162580,15475,1190177,Exova,Calgary,2017-05-13 03:04:08.750000000,BWWT_ETL_Process
1162581,15476,1190593,Exova,Calgary,2017-05-13 03:04:14.693000000,BWWT_ETL_Process
1162582,15477,1191504,Exova,Calgary,2017-05-13 03:04:50.543000000,BWWT_ETL_Process
1162583,15478,1193372,Exova,Calgary,2017-05-13 03:08:05.807000000,BWWT_ETL_Process
1162584,15480,1193370,Exova,Calgary,2017-05-17 03:04:19.143000000,BWWT_ETL_Process
1162585,15481,1193865-1,Exova,Calgary,2017-05-17 03:04:28.817000000,BWWT_ETL_Process
1162586,15482,1193865-2,Exova,Calgary,2017-05-17 03:04:36.487000000,BWWT_ETL_Process
1162587,15483,QS9647,Maxxam Analytics,Calgary,2017-05-19 03:04:09.753000000,BWWT_ETL_Process
1162588,15484,QS9533,Maxxam Analytics,Calgary,2017-05-19 03:04:17.990000000,BWWT_ETL_Process
1162589,15485,QS9682,Maxxam Analytics,Calgary,2017-05-19 03:04:25.707000000,BWWT_ETL_Process
1162590,15486,QS9670,Maxxam Analytics,Calgary,2017-05-26 03:04:10.023000000,BWWT_ETL_Process
1162591,15487,QS9761,Maxxam Analytics,Calgary,2017-05-26 03:04:17.993000000,BWWT_ETL_Process
1162592,15488,QS9729,Maxxam Analytics,Calgary,2017-05-26 03:04:25.517000000,BWWT_ETL_Process
1162593,15489,QS9690,Maxxam Analytics,Calgary,2017-05-26 03:04:34.533000000,BWWT_ETL_Process
1162594,15490,QS9728,Maxxam Analytics,Calgary,2017-05-27 03:04:10.017000000,BWWT_ETL_Process
1162595,15491,QS9775,Maxxam Analytics,Calgary,2017-05-27 03:04:20.183000000,BWWT_ETL_Process
1162596,15492,QS9763,Maxxam Analytics,Calgary,2017-05-27 03:04:26.603000000,BWWT_ETL_Process
1162597,15493,QS9747,Maxxam Analytics,Calgary,2017-05-27 03:04:32.933000000,BWWT_ETL_Process
1162598,15494,QS9793,Maxxam Analytics,Calgary,2017-05-27 03:04:38.813000000,BWWT_ETL_Process
1162599,15495,QS9760,Maxxam Analytics,Calgary,2017-05-30 03:04:11.283000000,BWWT_ETL_Process
1162600,15496,QS9799,Maxxam Analytics,Calgary,2017-05-30 03:04:18.753000000,BWWT_ETL_Process
1162601,15497,QS9804,Maxxam Analytics,Calgary,2017-05-30 03:04:25.567000000,BWWT_ETL_Process
1162602,15498,QS9803,Maxxam Analytics,Calgary,2017-05-30 03:04:32.193000000,BWWT_ETL_Process
1162603,15499,QS9801,Maxxam Analytics,Calgary,2017-05-30 03:04:38.837000000,BWWT_ETL_Process
1162604,15500,QS9802,Maxxam Analytics,Calgary,2017-05-30 03:04:44.867000000,BWWT_ETL_Process
1162605,15501,QT5288,Maxxam Analytics,Calgary,2017-05-31 03:04:10.707000000,BWWT_ETL_Process
1162606,15502,QT5280,Maxxam Analytics,Calgary,2017-05-31 03:04:18.207000000,BWWT_ETL_Process
1162607,15503,QT5271,Maxxam Analytics,Calgary,2017-05-31 03:04:26.887000000,BWWT_ETL_Process
1162608,15504,QT5289,Maxxam Analytics,Calgary,2017-05-31 03:04:33.527000000,BWWT_ETL_Process
1162609,15505,QT5272,Maxxam Analytics,Calgary,2017-05-31 03:04:41.230000000,BWWT_ETL_Process
1162610,15506,1192380,Exova,Calgary,2017-06-01 03:04:09.570000000,BWWT_ETL_Process
1162611,15507,1198800-1,Exova,Calgary,2017-06-01 03:04:15.337000000,BWWT_ETL_Process
1162612,15508,1198800-2,Exova,Calgary,2017-06-01 03:04:21.447000000,BWWT_ETL_Process
1162613,15509,L1917288-1,ALS Environmental,Calgary,2017-06-22 03:04:11.373000000,BWWT_ETL_Process
1162614,15510,L1923823-1,ALS Environmental,Calgary,2017-06-22 03:04:17.610000000,BWWT_ETL_Process
1162615,15511,L1923806-1,ALS Environmental,Calgary,2017-06-22 03:04:23.610000000,BWWT_ETL_Process
1162616,15512,L1923819-1,ALS Environmental,Calgary,2017-06-22 03:04:30.140000000,BWWT_ETL_Process
1162617,15513,L1923813-1,ALS Environmental,Calgary,2017-06-22 03:04:36.643000000,BWWT_ETL_Process
1162618,15514,L1923816-1,ALS Environmental,Calgary,2017-06-22 03:04:42.910000000,BWWT_ETL_Process
1162619,15515,E22714,Maxxam Analytics,Calgary,2017-06-24 03:04:11.723000000,BWWT_ETL_Process
1162620,15516,QY0502,Maxxam Analytics,Calgary,2017-06-30 03:04:10.380000000,BWWT_ETL_Process
1162621,15517,RC0331,Maxxam Analytics,Calgary,2017-07-01 03:04:13.180000000,BWWT_ETL_Process
1162622,15518,QX8907,Maxxam Analytics,Calgary,2017-07-01 03:04:19.190000000,BWWT_ETL_Process
1162623,15519,1201529-1,Exova,Calgary,2017-07-01 03:06:16.683000000,BWWT_ETL_Process
1162624,15520,QX8898,Maxxam Analytics,Calgary,2017-07-12 03:04:11.787000000,BWWT_ETL_Process
1162625,15521,1202844,Exova,Calgary,2017-07-12 03:04:17.927000000,BWWT_ETL_Process
1162626,15522,1203065,Exova,Calgary,2017-07-12 03:04:24.270000000,BWWT_ETL_Process
1162627,15523,1203904,Exova,Calgary,2017-07-12 03:04:29.717000000,BWWT_ETL_Process
1162628,15524,QY0565,Maxxam Analytics,Calgary,2017-07-13 03:04:12.873000000,BWWT_ETL_Process
1162629,15525,1200336,Exova,Calgary,2017-07-13 03:04:19.420000000,BWWT_ETL_Process
1162630,15526,L1924644-1,ALS Environmental,Calgary,2017-07-14 03:04:38.970000000,BWWT_ETL_Process
1162631,15527,L1924632-1,ALS Environmental,Calgary,2017-07-14 03:04:44.477000000,BWWT_ETL_Process
1162632,15528,L1924639-1,ALS Environmental,Calgary,2017-07-14 03:04:50.047000000,BWWT_ETL_Process
1162633,15529,L1925871-1,ALS Environmental,Calgary,2017-07-14 03:04:55.593000000,BWWT_ETL_Process
1162634,15530,L1936819-1,ALS Environmental,Calgary,2017-07-14 03:05:00.390000000,BWWT_ETL_Process
1162635,15531,L1924640-1,ALS Environmental,Calgary,2017-07-14 03:05:06.063000000,BWWT_ETL_Process
1162636,15532,L1931785-1,ALS Environmental,Calgary,2017-08-01 03:04:09.060000000,BWWT_ETL_Process
1162637,15533,L1933911-1,ALS Environmental,Calgary,2017-08-01 03:04:16.317000000,BWWT_ETL_Process
1162638,15534,L1933918-1,ALS Environmental,Calgary,2017-08-01 03:04:27.107000000,BWWT_ETL_Process
1162639,15535,L1931026-1,ALS Environmental,Calgary,2017-08-01 03:04:34.317000000,BWWT_ETL_Process
1162640,15536,L1924636-1,ALS Environmental,Calgary,2017-08-01 03:04:40.477000000,BWWT_ETL_Process
1162641,15537,L1931782-1,ALS Environmental,Calgary,2017-08-01 03:04:47.233000000,BWWT_ETL_Process
1162642,15538,L1931793-1,ALS Environmental,Calgary,2017-08-01 03:04:53.733000000,BWWT_ETL_Process
1162643,15539,L1931788-1,ALS Environmental,Calgary,2017-08-01 03:05:00.080000000,BWWT_ETL_Process
1162644,15540,L1935438-1,ALS Environmental,Calgary,2017-08-02 03:04:15.107000000,BWWT_ETL_Process
1162645,15541,L1934742-1,ALS Environmental,Calgary,2017-08-02 03:04:21.423000000,BWWT_ETL_Process
1162646,15542,L1934739-1,ALS Environmental,Calgary,2017-08-02 03:04:28.330000000,BWWT_ETL_Process
1162647,15543,L1931786-1,ALS Environmental,Calgary,2017-08-02 03:04:34.660000000,BWWT_ETL_Process
1162648,15544,L1936043-1,ALS Environmental,Calgary,2017-08-02 03:04:41.680000000,BWWT_ETL_Process
1162649,15545,L1936042-1,ALS Environmental,Calgary,2017-08-02 03:04:47.593000000,BWWT_ETL_Process
1162650,15546,L1935436-1,ALS Environmental,Calgary,2017-08-02 03:04:54.457000000,BWWT_ETL_Process
1162651,15547,1209666,Exova,Calgary,2017-08-09 03:04:24.477000000,BWWT_ETL_Process
1162652,15548,1208282-1,Exova,Calgary,2017-08-09 03:04:30.260000000,BWWT_ETL_Process
1162653,15549,1204208-1,Exova,Calgary,2017-08-09 03:04:38.150000000,BWWT_ETL_Process
1162654,15550,1210648-1,Exova,Calgary,2017-08-09 03:04:45.793000000,BWWT_ETL_Process
1162655,15551,1204858-1,Exova,Calgary,2017-08-09 03:04:51.377000000,BWWT_ETL_Process
1162656,15552,1212421-1,Exova,Calgary,2017-08-09 03:04:59.783000000,BWWT_ETL_Process
1162657,15553,1212419,Exova,Calgary,2017-08-09 03:05:08.110000000,BWWT_ETL_Process
1162658,15554,1206509-1,Exova,Calgary,2017-08-09 03:05:13.860000000,BWWT_ETL_Process
1162659,15555,1206509-2,Exova,Calgary,2017-08-09 03:05:21.810000000,BWWT_ETL_Process
1162660,15558,L1937637-1,ALS Environmental,Calgary,2017-08-10 03:04:39.303000000,BWWT_ETL_Process
1162661,15559,L1936822-1,ALS Environmental,Calgary,2017-08-10 03:04:48.070000000,BWWT_ETL_Process
1162662,15560,L1936813-1,ALS Environmental,Calgary,2017-08-10 03:04:54.400000000,BWWT_ETL_Process
1162663,15561,L1937734-1,ALS Environmental,Calgary,2017-08-10 03:05:02.947000000,BWWT_ETL_Process
1162664,15562,L1937642-1,ALS Environmental,Calgary,2017-08-10 03:05:10.133000000,BWWT_ETL_Process
1162665,15563,L1936833-1,ALS Environmental,Calgary,2017-08-10 03:05:16.650000000,BWWT_ETL_Process
1162666,15564,L1936810-1,ALS Environmental,Calgary,2017-08-10 03:05:25.400000000,BWWT_ETL_Process
1162667,15565,L1936839-1,ALS Environmental,Calgary,2017-08-10 03:05:31.637000000,BWWT_ETL_Process
1162668,15566,1206828-1,Exova,Calgary,2017-08-11 03:04:14.163000000,BWWT_ETL_Process
1162669,15567,L1939325-1,ALS Environmental,Calgary,2017-08-11 03:04:21.320000000,BWWT_ETL_Process
1162670,15568,L1939919-1,ALS Environmental,Calgary,2017-08-11 03:04:27.693000000,BWWT_ETL_Process
1162671,15569,L1939323-1,ALS Environmental,Calgary,2017-08-11 03:04:33.600000000,BWWT_ETL_Process
1162672,15570,L1938569-1,ALS Environmental,Calgary,2017-08-11 03:04:40.227000000,BWWT_ETL_Process
1162673,15571,L1938559-1,ALS Environmental,Calgary,2017-08-11 03:04:46.397000000,BWWT_ETL_Process
1162674,15572,L1938565-1,ALS Environmental,Calgary,2017-08-11 03:04:52.693000000,BWWT_ETL_Process
1162675,15573,L1937728-1,ALS Environmental,Calgary,2017-08-11 03:04:59.193000000,BWWT_ETL_Process
1162676,15574,L1937729-1,ALS Environmental,Calgary,2017-08-11 03:05:05.413000000,BWWT_ETL_Process
1162677,15575,L1942499-1,ALS Environmental,Calgary,2017-08-12 03:04:16.777000000,BWWT_ETL_Process
1162678,15576,L1939328-1,ALS Environmental,Calgary,2017-08-12 03:04:26.570000000,BWWT_ETL_Process
1162679,15577,L1939330-1,ALS Environmental,Calgary,2017-08-12 03:04:32.577000000,BWWT_ETL_Process
1162680,15578,L1941505-1,ALS Environmental,Calgary,2017-08-12 03:04:37.587000000,BWWT_ETL_Process
1162681,15579,L1941507-1,ALS Environmental,Calgary,2017-08-15 03:04:15.863000000,BWWT_ETL_Process
1162682,15580,L1940690-1,ALS Environmental,Calgary,2017-08-15 03:04:22.120000000,BWWT_ETL_Process
1162683,15581,L1941511-1,ALS Environmental,Calgary,2017-08-15 03:04:28.620000000,BWWT_ETL_Process
1162684,15582,L1942496-1,ALS Environmental,Calgary,2017-08-22 03:04:16.853000000,BWWT_ETL_Process
1162685,15583,L1942493-1,ALS Environmental,Calgary,2017-08-22 03:04:23.433000000,BWWT_ETL_Process
1162686,15584,L1942487-1,ALS Environmental,Calgary,2017-08-22 03:04:29.910000000,BWWT_ETL_Process
1162687,15585,L1949751-1,ALS Environmental,Calgary,2017-08-22 03:04:35.383000000,BWWT_ETL_Process
1162688,15586,L1949757-1,ALS Environmental,Calgary,2017-08-22 03:04:40.793000000,BWWT_ETL_Process
1162689,15587,L1942491-1,ALS Environmental,Calgary,2017-08-22 03:04:45.600000000,BWWT_ETL_Process
1162690,15588,L1947310-1,ALS Environmental,Calgary,2017-08-22 03:04:51.607000000,BWWT_ETL_Process
1162691,15589,L1947312-1,ALS Environmental,Calgary,2017-08-22 03:04:56.140000000,BWWT_ETL_Process
1162692,15590,L1948884-1,ALS Environmental,Calgary,2017-08-23 03:04:14.767000000,BWWT_ETL_Process
1162693,15591,L1948870-1,ALS Environmental,Calgary,2017-08-23 03:04:20.923000000,BWWT_ETL_Process
1162694,15592,1215234-1,Exova,Calgary,2017-08-25 03:04:12.990000000,BWWT_ETL_Process
1162695,15594,L1953962-1,ALS Environmental,Calgary,2017-09-12 03:04:12.690000000,BWWT_ETL_Process
1162696,15595,L1960776-1,ALS Environmental,Calgary,2017-09-12 03:04:17.760000000,BWWT_ETL_Process
1162697,15596,L1957729-1,ALS Environmental,Calgary,2017-09-12 03:04:23.807000000,BWWT_ETL_Process
1162698,15597,L1953967-1,ALS Environmental,Calgary,2017-09-12 03:04:29.917000000,BWWT_ETL_Process
1162699,15598,L1965394-1,ALS Environmental,Calgary,2017-09-12 03:04:35.263000000,BWWT_ETL_Process
1162700,15599,L1965388-1,ALS Environmental,Calgary,2017-09-12 03:04:40.317000000,BWWT_ETL_Process
1162701,15600,L1961507-1,ALS Environmental,Calgary,2017-09-12 03:04:45.560000000,BWWT_ETL_Process
1162702,15601,L1957746-1,ALS Environmental,Calgary,2017-09-12 03:04:50.497000000,BWWT_ETL_Process
1162703,15602,L1956832-1,ALS Environmental,Calgary,2017-09-12 03:04:55.747000000,BWWT_ETL_Process
1162704,15603,L1956846-1,ALS Environmental,Calgary,2017-09-12 03:05:02.057000000,BWWT_ETL_Process
1162705,15604,L1957723-1,ALS Environmental,Calgary,2017-09-12 03:05:08.010000000,BWWT_ETL_Process
1162706,15605,L1953965-1,ALS Environmental,Calgary,2017-09-13 03:04:10.460000000,BWWT_ETL_Process
1162707,15606,L1960763-1,ALS Environmental,Calgary,2017-09-13 03:04:16.623000000,BWWT_ETL_Process
1162708,15607,L1954759-1,ALS Environmental,Calgary,2017-09-13 03:04:23.893000000,BWWT_ETL_Process
1162709,15608,L1954757-1,ALS Environmental,Calgary,2017-09-13 03:04:28.450000000,BWWT_ETL_Process
1162710,15609,RM2903,Maxxam Analytics,Calgary,2017-09-14 03:04:12.237000000,BWWT_ETL_Process
1162711,15610,RM2878,Maxxam Analytics,Calgary,2017-09-14 03:04:18.760000000,BWWT_ETL_Process
1162712,15611,L1969328-1,ALS Environmental,Calgary,2017-10-03 03:04:16.707000000,BWWT_ETL_Process
1162713,15612,L1956852-1,ALS Environmental,Calgary,2017-10-03 03:04:23.423000000,BWWT_ETL_Process
1162714,15613,L1968297-1,ALS Environmental,Calgary,2017-10-03 03:04:29.900000000,BWWT_ETL_Process
1162715,15614,L1956872-1,ALS Environmental,Calgary,2017-10-03 03:04:35.600000000,BWWT_ETL_Process
1162716,15615,RR1690,Maxxam Analytics,Calgary,2017-10-17 03:04:11.783000000,BWWT_ETL_Process
1162717,15616,RR1689,Maxxam Analytics,Calgary,2017-10-17 03:04:17.233000000,BWWT_ETL_Process
1162718,15617,RR7982,Maxxam Analytics,Calgary,2017-10-17 03:04:24.297000000,BWWT_ETL_Process
1162719,15618,RS4230,Maxxam Analytics,Calgary,2017-10-17 03:04:30.493000000,BWWT_ETL_Process
1162720,15619,RS0815,Maxxam Analytics,Calgary,2017-10-17 03:04:35.843000000,BWWT_ETL_Process
1162721,15620,RR5947,Maxxam Analytics,Calgary,2017-10-18 03:04:12.197000000,BWWT_ETL_Process
1162722,15621,RR5944,Maxxam Analytics,Calgary,2017-10-18 03:04:19.040000000,BWWT_ETL_Process
1162723,15622,RR5945,Maxxam Analytics,Calgary,2017-10-18 03:04:26.263000000,BWWT_ETL_Process
1162724,15623,RR5946,Maxxam Analytics,Calgary,2017-10-18 03:04:32.387000000,BWWT_ETL_Process
1162725,15624,RR7981,Maxxam Analytics,Calgary,2017-10-18 03:04:39.137000000,BWWT_ETL_Process
1162726,15625,RR7980,Maxxam Analytics,Calgary,2017-10-18 03:04:45.720000000,BWWT_ETL_Process
1162727,15626,RS0797,Maxxam Analytics,Calgary,2017-10-18 03:04:53.033000000,BWWT_ETL_Process
1162728,15627,RS4196,Maxxam Analytics,Calgary,2017-10-18 03:04:59.617000000,BWWT_ETL_Process
1162729,15628,RS4144,Maxxam Analytics,Calgary,2017-10-18 03:05:05.880000000,BWWT_ETL_Process
1162730,15629,RU5031,Maxxam Analytics,Calgary,2017-10-25 10:33:21.250000000,BWWT_ETL_Process
1162731,15630,RU5070,Maxxam Analytics,Calgary,2017-10-25 10:33:27.183000000,BWWT_ETL_Process
1162732,15631,RW1699,Maxxam Analytics,Calgary,2017-10-25 10:33:33.367000000,BWWT_ETL_Process
1162733,15632,RV8830,Maxxam Analytics,Calgary,2017-10-25 10:33:39.817000000,BWWT_ETL_Process
1162734,15633,RV8803,Maxxam Analytics,Calgary,2017-10-25 10:33:46.820000000,BWWT_ETL_Process
1162735,15634,RW1698,Maxxam Analytics,Calgary,2017-10-25 10:33:52.830000000,BWWT_ETL_Process
1162736,15635,110064-1,KaizenLAB,Calgary,2017-10-27 03:00:14.250000000,BWWT_ETL_Process
1162738,15637,47330-1,Access Analytical Labs,Calgary,2017-11-30 03:00:13.643000000,BWWT_ETL_Process
1162739,15638,47330-2,Access Analytical Labs,Calgary,2017-11-30 03:00:20.100000000,BWWT_ETL_Process
1162740,15639,47330-3,Access Analytical Labs,Calgary,2017-11-30 03:00:26.223000000,BWWT_ETL_Process
1162741,15640,47345-1,Access Analytical Labs,Calgary,2017-11-30 03:00:32.147000000,BWWT_ETL_Process
1162742,15641,47345-2,Access Analytical Labs,Calgary,2017-11-30 03:00:38.363000000,BWWT_ETL_Process
1162743,15642,47345-3,Access Analytical Labs,Calgary,2017-11-30 03:00:44.567000000,BWWT_ETL_Process
1162744,15643,47306,Access Analytical Labs,Calgary,2017-12-01 03:00:11.397000000,BWWT_ETL_Process
1162745,15644,47306A,Access Analytical Labs,Calgary,2017-12-01 03:00:17.340000000,BWWT_ETL_Process
1162746,15645,47316C,Access Analytical Labs,Calgary,2017-12-01 03:00:29.350000000,BWWT_ETL_Process
1162747,15646,47316A,Access Analytical Labs,Calgary,2017-12-02 03:00:06.983000000,BWWT_ETL_Process
1162748,15647,47316B,Access Analytical Labs,Calgary,2017-12-02 03:00:15.943000000,BWWT_ETL_Process
1162749,15648,1230839-1,Exova,Calgary,2017-12-12 03:00:03.650000000,BWWT_ETL_Process
1162750,15649,1233530-1,Exova,Calgary,2017-12-12 03:00:10.743000000,BWWT_ETL_Process
