WELL_TEST_ID,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
6123,1210553,538.0,7.0,0.01,0.01,8.5,639.0,841.0,0.8,23.9,23.2,0.011,0.11,134.0,6.1,350.0,2.6,2.1,,0.01,1.1
12169,1210557,528.0,5.0,0.01,0.01,7.6,644.0,1140.0,0.3,216.0,17.4,0.081,0.84,377.0,52.4,350.0,3.3,20.7,1.45,0.01,1.0
11223,1210561,330.0,10.4,0.05,0.05,8.5,381.0,910.0,0.52,25.5,5.99,0.0374,0.05,367.0,8.46,328.0,0.75,1.06,0.095,0.071,103.0
9462,1210565,269.0,27.6,0.05,0.05,9.04,272.0,608.0,5.28,4.8,3.66,0.005,0.03,212.0,1.92,224.0,0.5,0.1,0.03,0.071,96.7
10728,1210569,466.0,11.9,0.05,3.73,8.43,545.0,1060.0,0.72,99.2,9.86,0.0094,0.03,359.0,23.3,360.0,1.31,9.97,0.061,3.73,102.0
9594,1210573,343.0,5.0,0.05,3.55,8.19,418.0,827.0,0.15,224.0,20.5,0.005,0.03,303.0,46.5,207.0,1.67,26.3,0.03,3.55,96.7
10729,1210577,235.0,24.8,0.05,0.05,9.04,236.0,521.0,6.33,5.2,1.64,0.005,0.03,179.0,2.09,191.0,0.5,0.1,0.07,0.071,95.6
11138,1210581,361.0,5.0,0.01,0.3,7.6,440.0,1200.0,1.6,141.0,13.9,0.047,0.3,543.0,34.6,373.0,2.4,13.3,0.59,0.3,1.0
10583,1210585,387.0,5.0,0.01,4.6,7.3,473.0,2070.0,0.6,926.0,50.1,0.113,0.36,1120.0,176.0,351.0,12.1,118.0,1.73,4.6,1.0
10799,1210589,598.0,5.0,0.01,0.01,7.9,729.0,1610.0,0.1,38.2,6.8,0.018,0.29,624.0,13.0,604.0,1.7,1.4,0.54,0.01,1.1
9685,1210593,359.0,5.0,0.01,0.01,7.2,437.0,924.0,0.2,476.0,22.4,0.239,0.23,371.0,114.0,149.0,6.2,46.8,0.88,0.01,1.0
7478,1210597,374.0,5.0,0.015,0.113,8.3,451.0,359.0,0.1,295.0,1.0,0.185,0.1,13.0,66.3,20.0,2.3,31.4,0.2,0.113,89.0
7479,1210601,373.0,5.0,0.015,1.22,8.3,455.0,368.0,0.14,318.0,2.0,0.088,0.1,13.0,78.2,12.5,3.2,29.7,0.1,1.22,88.6
11850,1210605,704.0,13.0,0.015,0.113,8.4,833.0,1240.0,0.86,25.0,2.0,0.011,0.2,344.0,8.5,465.0,1.0,0.9,0.2,0.113,97.2
6124,1210609,384.0,19.0,0.05,0.05,8.71,429.0,784.0,1.58,15.3,7.54,0.0181,0.03,231.0,5.09,307.0,0.59,0.64,0.03,0.071,107.0
5287,1210613,278.0,20.0,0.05,0.05,8.86,298.0,582.0,3.26,6.0,12.5,0.005,0.03,171.0,2.42,226.0,0.5,0.1,0.03,0.071,103.0
12028,1210617,380.0,18.6,0.05,0.05,8.71,425.0,858.0,2.06,11.8,6.44,0.0145,0.03,286.0,4.38,330.0,0.52,0.21,0.03,0.071,106.0
9981,1210621,595.0,6.5,0.05,0.34,8.33,713.0,1300.0,0.1,62.5,6.18,0.0384,0.03,447.0,14.2,463.0,1.33,6.56,0.03,0.34,100.0
11851,1210625,271.0,21.8,0.05,0.05,8.9,286.0,616.0,3.23,6.4,11.8,0.005,0.03,203.0,2.32,233.0,0.5,0.15,0.274,0.071,101.0
7480,1210629,753.0,5.0,0.05,0.076,8.06,919.0,1480.0,0.13,232.0,19.9,0.13,0.756,493.0,63.5,432.0,3.11,17.8,2.21,0.076,90.8
9595,1210633,353.0,10.4,0.05,0.05,8.49,409.0,1320.0,0.9,24.2,3.46,0.0204,0.042,626.0,8.85,463.0,0.77,0.5,0.298,0.071,102.0
10730,1210637,247.0,19.7,0.05,0.05,8.88,262.0,709.0,2.98,8.6,6.93,0.0073,0.03,287.0,3.22,261.0,0.5,0.13,0.449,0.071,102.0
11209,1210641,356.0,12.6,0.05,0.05,8.52,409.0,2610.0,2.29,126.0,24.1,0.0411,0.035,1490.0,43.6,829.0,2.39,4.09,62.1,0.071,99.2
10731,1210645,431.0,24.7,0.05,0.05,8.79,475.0,843.0,1.36,11.5,1.64,0.0152,0.03,278.0,4.14,298.0,0.52,0.29,0.03,0.071,91.0
10732,1210649,446.0,11.0,0.05,0.05,8.45,522.0,1180.0,0.7,33.8,6.61,0.0172,0.03,493.0,9.16,395.0,0.91,2.65,0.031,0.071,92.1
12170,1210653,501.0,9.1,0.05,0.062,8.36,593.0,816.0,0.21,68.0,2.92,0.039,0.03,215.0,18.5,272.0,1.46,5.29,0.531,0.071,90.6
10357,1210657,354.0,25.0,0.05,0.05,8.84,381.0,880.0,0.65,14.0,4.43,0.0578,0.211,354.0,4.79,303.0,0.59,0.5,0.94,0.071,92.3
11801,1210661,214.0,9.8,0.05,0.05,8.65,242.0,916.0,4.13,10.6,415.0,0.0135,0.03,9.69,3.9,354.0,0.71,0.21,0.43,0.071,95.2
9463,1210665,384.0,17.9,0.05,0.05,8.63,432.0,1510.0,0.76,35.2,5.21,0.0251,0.03,776.0,12.4,487.0,0.83,1.02,0.075,0.071,91.2
9982,1210669,353.0,5.0,0.01,0.01,7.3,430.0,2390.0,0.1,815.0,34.6,0.156,0.92,1410.0,130.0,482.0,5.3,119.0,3.56,0.01,1.0
10358,1210673,581.0,5.0,0.01,0.01,8.0,709.0,1030.0,2.5,12.8,2.9,0.006,0.03,276.0,3.8,392.0,1.5,0.8,0.09,0.01,1.0
12171,1210677,452.0,5.0,0.01,0.01,7.4,552.0,983.0,1.7,124.0,3.0,0.058,0.4,352.0,32.5,308.0,3.1,10.5,0.59,0.01,1.0
12029,1210681,387.0,5.0,0.01,0.01,7.1,473.0,902.0,0.1,246.0,7.8,0.233,1.83,347.0,66.5,226.0,2.7,19.4,2.04,0.01,1.0
12172,1210685,343.0,24.0,0.01,0.01,8.7,359.0,479.0,5.5,3.66,38.3,0.003,0.01,26.0,1.3,206.0,0.5,0.1,0.54,0.01,1.1
11802,1210689,470.0,0.5,0.003,0.69,8.1,580.0,584.0,0.17,145.0,16.0,0.063,0.06,51.0,38.0,180.0,2.5,12.0,0.06,0.69,97.0
7481,1210693,490.0,0.5,0.003,0.003,8.26,600.0,602.0,0.32,62.1,14.0,0.012,0.08,54.0,17.0,210.0,1.6,4.7,0.1,0.003,92.0
5288,1210697,500.0,3.5,0.003,0.013,8.35,610.0,614.0,0.24,25.2,14.0,0.008,0.06,55.0,7.5,230.0,1.3,1.6,0.06,0.013,91.0
11210,1210701,650.0,5.0,0.01,0.01,8.0,793.0,1030.0,0.7,16.6,16.5,0.024,0.02,218.0,5.5,397.0,1.2,0.7,0.05,0.01,1.0
12173,1210705,486.0,5.0,0.01,0.3,8.4,583.0,804.0,3.2,11.4,12.9,0.004,0.01,178.0,2.9,313.0,1.1,1.0,0.1,0.3,1.0
9686,1210709,485.0,5.0,0.01,0.3,8.2,591.0,908.0,1.4,12.3,8.5,0.006,0.01,257.0,3.6,344.0,1.4,0.8,0.03,0.3,1.0
6125,1210713,611.0,5.0,0.01,0.3,8.2,746.0,1070.0,1.9,12.9,8.0,0.008,0.07,269.0,4.0,416.0,1.5,0.7,0.48,0.3,1.0
5289,1210717,528.0,5.0,0.01,0.01,7.8,644.0,804.0,0.6,38.3,7.7,0.021,0.03,153.0,10.4,310.0,2.1,3.0,0.04,0.01,1.0
11224,1210721,569.0,5.0,0.7,0.5,7.3,694.0,1450.0,0.5,146.0,7.6,0.042,0.14,567.0,37.2,479.0,3.4,12.8,0.18,1.2,1.0
10800,1210725,498.0,5.0,0.01,0.3,7.1,608.0,1370.0,0.4,353.0,8.3,0.106,0.94,586.0,86.0,348.0,4.8,33.6,1.03,0.3,1.0
9464,1210729,540.0,5.0,0.01,0.01,8.1,659.0,1330.0,1.7,20.7,7.8,0.015,0.15,499.0,6.8,489.0,1.6,0.9,2.49,0.01,1.0
12174,1210733,474.0,5.0,0.01,0.01,7.5,578.0,1030.0,0.4,98.7,8.1,0.038,0.27,350.0,27.0,354.0,3.2,7.6,0.31,0.01,1.0
11264,1210737,553.0,5.0,0.01,0.01,7.6,675.0,1710.0,0.6,117.0,17.1,0.034,0.55,744.0,29.1,571.0,3.3,10.7,0.79,0.01,1.0
8457,1210741,474.0,5.0,0.01,0.5,7.6,578.0,1090.0,0.8,141.0,8.5,0.02,0.1,396.0,37.5,352.0,3.0,11.6,0.3,0.5,1.0
6528,1210745,183.0,22.3,0.05,0.05,9.12,178.0,521.0,7.1,5.6,193.0,0.005,0.03,0.5,2.25,209.0,0.5,0.1,0.03,0.071,97.1
9983,1210749,469.0,8.7,0.05,0.05,8.35,554.0,962.0,0.51,69.7,1.33,0.0456,0.158,326.0,19.7,326.0,2.32,4.97,0.277,0.071,96.4
5572,1210753,299.0,10.7,0.05,0.05,8.54,343.0,1230.0,1.29,23.8,14.6,0.0082,0.03,616.0,7.53,410.0,0.71,1.22,0.399,0.071,95.0
12857,1210757,762.0,5.0,0.05,2.75,7.96,929.0,1850.0,0.19,260.0,227.0,0.326,0.03,488.0,54.0,569.0,13.1,30.3,0.046,2.75,94.6
11265,1210761,373.0,5.0,0.01,0.3,7.0,456.0,825.0,0.1,409.0,7.4,0.333,1.27,317.0,105.0,132.0,4.5,35.9,0.82,0.3,1.0
11266,1210765,539.0,12.2,0.05,0.05,8.38,633.0,935.0,0.39,132.0,5.09,0.0258,0.173,264.0,20.0,301.0,1.3,19.9,0.209,0.071,95.9
7482,1210769,536.0,5.0,0.05,0.05,8.12,654.0,1200.0,0.11,186.0,3.74,0.163,0.053,450.0,32.2,362.0,1.85,25.7,0.079,0.071,96.6
11852,1210773,532.0,11.6,0.05,0.05,8.38,625.0,891.0,0.38,164.0,3.33,0.0258,0.314,238.0,27.5,278.0,1.35,23.2,0.399,0.071,98.2
11267,1210777,332.0,8.1,0.05,0.05,8.42,389.0,1150.0,1.09,29.3,18.4,0.0349,0.03,522.0,10.5,393.0,0.7,0.76,0.03,0.071,97.8
10733,1210781,694.0,12.1,0.05,0.357,8.37,822.0,1670.0,0.62,42.3,11.4,0.0073,0.03,650.0,14.6,575.0,1.78,1.43,0.393,0.357,93.2
9465,1210785,608.0,5.0,0.1,18.4,7.8,742.0,856.0,0.1,206.0,18.7,0.005,0.03,117.0,146.0,40.3,4.93,83.0,0.03,18.4,97.3
9596,1210789,391.0,5.0,0.01,0.3,7.2,477.0,1640.0,0.1,358.0,8.2,0.163,0.84,841.0,93.2,422.0,5.0,30.6,1.22,0.3,1.0
6126,1210793,346.0,5.0,0.01,1.7,8.4,408.0,1800.0,1.0,36.0,18.8,0.023,0.44,939.0,10.4,616.0,2.2,2.4,7.25,1.7,1.0
10734,1210797,299.0,5.0,0.01,0.01,7.6,365.0,836.0,0.2,286.0,8.6,0.499,0.05,361.0,56.6,193.0,2.3,35.2,0.04,0.01,1.0
11752,1210801,431.0,5.0,0.01,0.2,7.4,526.0,811.0,0.8,128.0,4.7,0.067,0.52,232.0,32.7,268.0,3.4,11.2,0.51,0.2,1.0
9314,1210805,555.0,8.0,0.01,0.2,8.5,656.0,666.0,2.3,7.05,7.5,0.007,0.1,25.9,2.0,294.0,1.2,0.5,0.54,0.2,1.1
10359,1210809,413.0,5.0,0.01,0.3,7.4,503.0,796.0,0.8,152.0,4.6,0.079,0.4,232.0,39.1,254.0,3.5,13.1,0.84,0.3,1.1
5573,1210813,489.0,5.0,0.01,0.4,8.3,591.0,686.0,2.5,11.2,5.0,0.008,0.4,92.4,2.3,287.0,1.4,1.3,0.48,0.4,1.1
12175,1210817,425.0,5.0,0.01,0.4,7.0,518.0,1140.0,0.2,493.0,7.7,0.35,1.57,501.0,126.0,201.0,5.4,43.6,1.74,0.4,1.0
12858,1210821,436.0,5.0,0.01,0.01,7.0,532.0,941.0,0.1,561.0,49.4,0.19,2.89,312.0,115.0,131.0,5.8,66.4,4.16,0.01,1.0
6529,1210825,510.0,5.0,0.01,0.01,7.8,622.0,1630.0,0.5,78.6,14.5,0.039,0.03,690.0,22.9,589.0,2.9,5.2,0.51,0.01,1.1
7483,1210829,479.0,5.0,0.01,0.3,7.6,585.0,1190.0,0.5,82.8,7.8,0.054,0.29,461.0,21.8,397.0,2.7,6.9,0.19,0.3,1.0
11853,1210833,465.0,5.0,0.01,0.01,7.4,568.0,945.0,0.6,111.0,7.8,0.051,0.4,318.0,28.2,297.0,3.1,9.9,0.28,0.01,0.9
9597,1210837,897.0,6.0,0.02,0.05,8.3,1090.0,1500.0,0.2,27.0,3.3,0.015,0.11,352.0,9.4,560.0,1.5,0.8,0.2,0.07,104.0
11803,1210841,782.0,30.0,0.005,0.01,8.52,893.0,846.0,2.6,9.0,7.2,0.005,0.02,3.1,3.1,361.0,1.2,0.3,0.25,0.01,100.0
9466,1210845,335.0,5.0,0.05,0.05,8.28,404.0,779.0,1.16,130.0,19.2,0.156,0.156,278.0,30.9,234.0,1.85,12.8,3.4,0.071,98.5
9098,1210849,539.0,5.0,0.05,0.05,8.1,658.0,997.0,0.97,162.0,23.4,0.254,0.295,278.0,40.4,313.0,2.94,14.8,0.633,0.071,97.9
12176,1210853,366.0,24.8,0.05,0.05,8.83,396.0,619.0,3.83,7.0,2.56,0.0062,0.03,156.0,2.56,234.0,0.5,0.14,1.4,0.071,95.2
10584,1210857,396.0,8.3,0.05,3.47,8.38,467.0,547.0,0.17,52.9,23.0,0.0307,0.03,55.1,13.0,197.0,1.16,4.96,0.039,3.47,96.7
11139,1210861,395.0,13.1,0.05,0.05,8.54,456.0,945.0,1.14,17.1,7.99,0.0183,0.03,347.0,6.25,345.0,0.6,0.37,0.196,0.071,99.6
9598,1210865,251.0,17.9,0.05,0.05,8.83,270.0,770.0,3.54,7.7,7.89,0.0062,0.03,335.0,2.71,270.0,0.5,0.23,0.226,0.071,95.9
12859,1210869,415.0,20.4,0.05,0.05,8.66,465.0,975.0,1.17,15.4,7.49,0.0211,0.03,373.0,5.7,338.0,0.54,0.28,0.03,0.071,91.9
11211,1210873,377.0,8.4,0.05,0.05,8.38,442.0,595.0,0.37,57.8,7.99,0.109,0.117,123.0,16.7,216.0,0.94,3.9,0.728,0.071,102.0
9467,1210877,379.0,13.8,0.05,2.0,8.55,434.0,625.0,0.6,29.0,23.1,0.005,0.03,131.0,6.86,224.0,0.78,2.88,0.03,2.0,93.0
6127,1210881,304.0,10.3,0.05,0.05,8.49,350.0,926.0,1.02,36.5,5.55,0.0418,0.03,403.0,10.5,320.0,1.05,2.5,0.059,0.071,100.0
9099,1210885,409.0,5.0,0.05,4.91,8.09,499.0,873.0,0.14,594.0,221.0,0.005,0.033,84.1,100.0,115.0,1.84,83.5,0.124,4.91,102.0
10360,1210889,351.0,18.4,0.05,0.05,8.71,391.0,734.0,1.52,9.8,6.58,0.0134,0.03,235.0,3.44,277.0,0.5,0.3,1.54,0.071,101.0
9687,1210893,184.0,5.0,0.05,0.05,8.39,215.0,2220.0,0.65,60.3,13.1,0.0301,0.03,1360.0,21.2,714.0,1.0,1.78,0.071,0.071,100.0
12177,1210897,247.0,18.0,0.05,0.05,8.74,265.0,790.0,2.97,8.7,42.6,0.0069,0.03,315.0,3.17,278.0,0.5,0.2,0.444,0.071,95.4
9599,1210901,351.0,24.4,0.05,0.05,8.86,378.0,649.0,4.53,7.9,3.48,0.0072,0.03,186.0,2.92,241.0,0.5,0.14,0.032,0.071,94.9
7484,1210905,501.0,5.0,0.01,0.01,8.4,603.0,734.0,3.9,8.7,10.0,0.004,0.16,102.0,2.0,313.0,1.2,0.9,0.12,0.01,1.1
11804,1210909,405.0,5.0,0.01,2.4,7.5,494.0,1440.0,1.3,183.0,20.1,0.043,0.08,655.0,44.5,452.0,3.2,17.4,0.1,2.4,1.0
11805,1210913,336.0,5.0,0.01,98.1,7.1,410.0,1590.0,0.1,1020.0,197.0,0.007,0.36,516.0,232.0,236.0,5.8,107.0,0.48,98.1,1.0
10834,1210917,446.0,5.0,0.01,0.01,7.3,544.0,1650.0,0.1,633.0,9.6,0.439,1.16,845.0,155.0,311.0,5.3,59.8,1.37,0.01,1.0
11140,1210921,544.0,5.0,0.01,0.01,8.1,664.0,1260.0,0.7,24.5,7.5,0.018,0.37,422.0,6.5,493.0,2.4,2.0,0.16,0.01,1.1
9468,1210925,510.0,5.0,0.01,0.01,8.1,622.0,1120.0,0.8,17.9,7.4,0.015,0.08,370.0,5.2,430.0,1.6,1.2,0.12,0.01,1.1
10835,1210929,420.0,0.5,0.003,0.56,7.93,510.0,731.0,0.2,506.0,170.0,0.008,0.13,47.0,100.0,96.0,3.9,62.0,0.29,0.56,100.0
12860,1210933,460.0,0.5,0.003,12.0,7.83,560.0,623.0,0.07,580.0,62.0,0.004,0.1,18.0,160.0,10.0,3.1,46.0,0.12,12.0,100.0
12861,1210937,400.0,0.5,0.003,0.28,7.84,490.0,414.0,0.1,300.0,2.0,0.004,0.08,13.0,57.0,56.0,5.0,38.0,0.1,0.28,100.0
10585,1210941,600.0,22.0,0.003,0.003,8.61,680.0,800.0,4.0,8.1,3.0,0.008,0.06,110.0,2.6,330.0,0.8,0.4,0.11,0.003,100.0
6128,1210945,699.0,38.0,0.015,0.113,8.7,776.0,1250.0,0.66,14.0,1.0,0.005,0.1,386.0,3.7,440.0,1.3,1.1,0.1,0.113,88.1
11806,1210949,866.0,40.0,0.015,0.113,8.7,976.0,974.0,2.42,9.0,53.0,0.005,0.3,1.0,3.4,394.0,0.9,0.2,0.3,0.113,91.6
10836,1210953,500.0,8.8,0.003,0.003,8.41,590.0,624.0,0.16,25.3,15.0,0.007,0.06,49.0,5.9,250.0,0.8,2.5,0.06,0.003,100.0
7485,1210957,670.0,12.0,0.003,0.014,8.46,790.0,912.0,1.4,10.0,1.0,0.005,0.08,150.0,3.2,350.0,1.0,0.5,0.21,0.014,92.0
5574,1210961,520.0,0.5,0.003,0.025,7.78,640.0,655.0,0.48,234.0,1.0,0.07,1.4,89.0,61.0,170.0,3.5,20.0,1.5,0.025,97.0
10586,1210965,540.0,0.5,0.003,0.003,7.75,660.0,690.0,0.52,202.0,2.0,0.05,0.88,100.0,54.0,190.0,2.9,17.0,3.1,0.003,96.0
9100,1210969,480.0,0.5,0.003,0.009,7.88,590.0,616.0,0.14,112.0,39.0,0.09,0.13,46.0,31.0,200.0,2.5,8.2,0.37,0.009,94.0
6129,1210973,520.0,7.7,0.003,0.024,8.43,620.0,652.0,0.52,14.4,15.0,0.005,0.07,59.0,4.7,260.0,0.9,0.7,0.08,0.024,95.0
9600,1210977,509.0,5.0,0.01,0.01,7.3,621.0,1850.0,0.8,272.0,16.9,0.04,1.3,916.0,70.0,514.0,4.5,23.5,1.42,0.01,0.9
9101,1210981,550.0,17.0,0.003,0.042,8.63,640.0,830.0,4.4,10.1,1.0,0.005,0.06,170.0,3.1,310.0,0.9,0.6,0.06,0.042,92.0
12830,1210985,513.0,5.0,0.01,0.5,8.1,625.0,814.0,1.4,12.2,29.4,0.003,0.01,146.0,3.4,323.0,1.3,0.9,0.37,0.5,1.0
9688,1210989,437.0,5.0,0.05,5.88,8.13,533.0,1410.0,0.47,655.0,114.0,0.435,0.15,562.0,166.0,206.0,19.5,58.4,0.18,5.88,93.6
12030,1210993,491.0,8.4,0.05,0.05,8.35,582.0,2880.0,0.73,49.5,215.0,0.028,0.15,1410.0,16.1,936.0,3.0,2.27,0.87,0.071,92.3
9984,1210997,473.0,12.7,0.05,0.05,8.45,551.0,2910.0,1.64,43.8,253.0,0.026,1.05,1390.0,13.4,961.0,2.7,2.5,1.7,0.071,93.7
9689,1211001,374.0,12.1,0.05,0.066,8.54,432.0,911.0,0.95,13.6,7.15,0.012,0.033,345.0,5.0,327.0,0.55,0.28,0.055,0.071,97.2
6576,1211005,493.0,15.1,0.05,0.05,8.48,571.0,960.0,0.93,24.1,1.6,0.0157,0.06,303.0,7.16,348.0,1.56,1.5,0.075,0.071,96.3
10587,1211009,283.0,29.0,0.05,0.05,9.05,286.0,487.0,5.85,4.9,34.0,0.005,0.03,83.6,1.98,192.0,0.5,0.1,0.101,0.071,97.6
11854,1211013,446.0,7.9,0.05,0.05,8.37,528.0,1470.0,0.49,41.3,10.2,0.0288,0.186,676.0,12.5,497.0,0.92,2.45,0.338,0.071,96.4
11753,1211017,318.0,18.3,0.05,0.05,8.75,351.0,825.0,3.28,12.7,2.59,0.0126,0.064,322.0,4.69,301.0,0.62,0.23,0.03,0.071,100.0
9102,1211021,460.0,13.0,0.003,0.003,8.51,540.0,716.0,0.82,5.0,3.0,0.004,0.06,160.0,2.0,270.0,0.4,0.2,0.27,0.003,92.0
12831,1211025,530.0,13.0,0.003,0.003,8.52,620.0,886.0,0.96,10.9,2.0,0.007,0.06,230.0,3.9,330.0,0.5,0.3,0.1,0.003,93.0
6530,1211029,460.0,5.0,0.01,0.01,7.2,562.0,1420.0,0.3,297.0,21.9,0.109,1.52,620.0,73.9,399.0,3.8,27.3,1.21,0.01,1.0
6531,1211033,369.0,6.7,0.05,0.05,8.35,436.0,3160.0,1.6,55.2,550.0,0.025,0.65,1330.0,17.5,1030.0,3.1,2.8,0.75,0.071,90.8
9103,1211037,469.0,12.6,0.05,0.05,8.43,547.0,2660.0,1.14,39.9,133.0,0.025,0.54,1380.0,13.0,852.0,2.6,1.8,1.28,0.071,90.4
11754,1211041,654.0,11.7,0.05,0.752,8.35,774.0,3000.0,0.57,159.0,99.4,0.027,0.15,1530.0,35.9,914.0,4.5,16.8,0.19,0.752,90.0
12832,1211045,38.7,5.0,0.05,0.374,6.06,47.3,2630.0,0.11,1620.0,31.3,1.23,5.9,1840.0,472.0,145.0,10.2,1.07,6.18,0.374,97.3
7486,1211049,287.0,5.0,0.209,0.05,8.15,350.0,5130.0,0.98,156.0,276.0,0.037,0.48,3090.0,50.1,1530.0,4.5,7.44,1.77,0.209,89.5
11212,1211053,383.0,5.0,0.01,0.2,7.1,468.0,711.0,0.3,264.0,8.1,0.077,0.2,210.0,62.2,170.0,3.6,26.5,0.24,0.2,1.0
10588,1211057,453.0,5.0,0.01,0.3,8.0,552.0,1040.0,1.6,27.6,11.0,0.016,0.4,352.0,7.1,394.0,2.2,2.4,0.24,0.3,1.1
11141,1211061,519.0,5.0,0.01,0.01,8.2,633.0,870.0,1.6,16.7,11.9,0.002,0.03,191.0,3.9,346.0,1.5,1.7,0.2,0.01,1.0
10837,1211065,483.0,5.0,0.01,0.01,7.6,590.0,882.0,1.4,102.0,11.6,0.143,0.23,230.0,25.3,311.0,2.5,9.4,0.35,0.01,1.1
9469,1211069,398.0,5.0,0.01,0.01,7.3,486.0,1600.0,0.7,224.0,22.5,0.074,0.43,777.0,53.2,482.0,3.0,22.2,0.54,0.01,1.0
10735,1211073,414.0,5.0,0.01,0.01,7.8,505.0,1550.0,0.8,83.1,22.8,0.022,0.19,753.0,19.6,492.0,2.3,8.3,0.32,0.01,0.9
11855,1211077,387.0,5.0,0.01,0.8,7.3,473.0,1350.0,0.8,272.0,13.7,0.077,0.64,638.0,60.1,372.0,3.3,29.6,0.97,0.8,1.0
12862,1211081,808.0,23.5,0.05,0.05,8.48,938.0,1760.0,0.57,23.4,6.37,0.0169,0.034,637.0,7.69,619.0,1.08,1.03,0.048,0.071,92.6
10838,1211085,968.0,23.0,0.05,0.05,8.38,1130.0,2490.0,0.56,49.0,5.07,0.0291,0.194,1020.0,16.3,868.0,1.48,2.02,0.698,0.071,95.3
11213,1211089,555.0,19.6,0.05,3.68,8.54,638.0,1120.0,0.58,37.0,15.0,0.0154,0.03,344.0,12.3,399.0,1.25,1.53,0.03,3.68,95.5
12031,1211093,472.0,18.9,0.05,0.05,8.63,537.0,1080.0,1.23,11.4,5.8,0.005,0.03,403.0,3.8,378.0,1.02,0.46,0.03,0.071,92.5
11755,1211097,470.0,18.1,0.05,0.05,8.59,537.0,1310.0,0.96,17.0,5.08,0.0059,0.03,571.0,5.52,448.0,1.15,0.77,0.03,0.071,92.4
5575,1211101,285.0,18.9,0.05,0.05,8.83,309.0,762.0,3.71,9.4,1.53,0.0124,0.03,310.0,3.54,272.0,0.5,0.14,0.036,0.071,97.0
11225,1211105,788.0,5.0,0.05,0.05,8.27,953.0,1620.0,0.39,53.1,20.2,0.0143,0.13,547.0,17.8,557.0,1.6,2.09,0.22,0.071,91.8
5576,1211109,333.0,18.2,0.05,0.05,8.74,369.0,783.0,2.98,8.7,3.13,0.0065,0.03,268.0,3.17,305.0,0.5,0.18,0.039,0.071,108.0
10589,1211113,291.0,17.7,0.05,0.05,8.78,319.0,602.0,6.03,5.9,55.3,0.005,0.03,132.0,1.97,232.0,0.5,0.24,0.043,0.071,97.8
10839,1211117,496.0,17.3,0.05,0.05,8.57,570.0,787.0,2.85,14.8,6.89,0.0099,0.03,153.0,4.94,320.0,0.91,0.6,0.03,0.071,106.0
7487,1211121,607.0,5.0,0.05,0.05,8.02,741.0,2440.0,0.22,514.0,23.1,0.0732,0.788,1190.0,121.0,688.0,3.45,51.4,4.61,0.071,107.0
7488,1211125,437.0,5.0,0.05,0.05,8.04,533.0,1100.0,0.16,366.0,11.6,0.408,0.03,446.0,46.8,273.0,2.09,60.4,0.03,0.071,105.0
10736,1211129,350.0,7.0,0.05,0.05,8.38,412.0,659.0,0.64,56.9,2.22,0.0474,0.03,176.0,14.3,249.0,1.2,5.14,0.274,0.071,112.0
12032,1211133,340.0,12.0,0.05,0.05,8.56,390.0,921.0,1.25,19.5,4.56,0.0192,0.035,349.0,6.21,353.0,0.62,0.98,0.068,0.071,110.0
11756,1211137,105.0,7.4,0.05,0.05,8.71,113.0,1000.0,1.99,16.1,519.0,0.0085,0.03,0.5,5.97,411.0,0.77,0.3,0.058,0.071,108.0
10737,1211141,732.0,27.7,0.05,0.05,8.56,836.0,808.0,2.14,7.3,8.01,0.005,0.03,3.59,2.63,351.0,0.9,0.19,0.317,0.071,103.0
10840,1211145,263.0,13.3,0.05,0.05,8.71,294.0,835.0,2.03,11.1,14.3,0.0083,0.03,364.0,3.96,292.0,0.57,0.3,0.03,0.071,96.9
9911,1211149,674.0,5.0,0.05,0.05,8.21,823.0,1460.0,0.1,49.5,1.14,0.0296,0.097,480.0,13.7,554.0,1.74,3.71,0.174,0.071,107.0
7489,1211153,491.0,5.0,0.01,0.3,7.8,599.0,810.0,1.3,66.0,9.5,0.06,0.16,175.0,18.7,304.0,2.0,4.7,0.23,0.3,1.1
11142,1211157,559.0,5.0,0.01,0.5,7.9,682.0,1150.0,1.2,26.2,8.4,0.012,0.07,345.0,8.0,447.0,1.6,1.5,0.17,0.5,1.1
12178,1211161,450.0,5.0,0.01,0.2,8.1,549.0,668.0,3.7,8.96,15.3,0.005,0.01,94.5,2.6,280.0,1.3,0.6,0.13,0.2,1.1
11214,1211165,409.0,55.0,0.01,0.01,9.1,364.0,1190.0,0.6,50.2,25.9,0.019,1.69,474.0,6.4,436.0,4.4,8.3,13.6,0.01,1.1
10590,1211169,490.0,75.0,0.01,0.3,9.1,414.0,738.0,0.4,11.0,13.7,0.007,0.29,136.0,1.6,284.0,21.2,1.7,53.9,0.3,1.0
11807,1211173,503.0,15.0,0.01,0.2,8.6,576.0,610.0,2.8,4.07,30.0,0.004,0.03,7.1,1.3,269.0,0.7,0.2,0.23,0.2,1.1
5577,1211177,760.0,5.0,0.01,7.6,6.9,927.0,1520.0,0.1,1210.0,163.0,0.159,0.18,350.0,363.0,88.5,13.1,74.9,2.01,7.6,1.0
