WELL_TEST_ID,WQUAL_DETAILS_ID,total alkalinity_value,carbonate_value,nitrite as nitrogen_value,nitrate as nitrogen_value,ph_value,bicarbonate_value,total dissolved solids_value,fluoride_value,total hardness_value,chloride_value,manganese_value,iron_value,sulphate_value,calcium_value,sodium_value,potassium_value,magnesium_value,iron (total)_value,nitrite + nitrate as nitrogen_value,ionic balance_value
3762,1177723,431.0,0.5,0.01,1.49,8.21,526.0,2200.0,0.56,130.0,23.9,0.085,0.01,1170.0,41.3,691.0,1.8,6.0,0.06,1.5,96.0
3104,1177727,234.0,14.8,0.003,0.393,8.84,255.0,572.0,4.49,5.4,199.0,0.005,0.05,1.2,2.2,223.0,0.3,0.2,0.24,0.393,93.0
8522,1177779,575.0,0.5,0.011,1.88,8.19,702.0,1040.0,0.42,140.0,45.4,0.027,0.06,268.0,35.5,318.0,2.8,13.4,0.06,1.89,91.0
3051,1177783,566.0,0.5,0.003,4.19,8.12,690.0,977.0,1.19,170.0,1.2,0.004,0.06,266.0,38.0,293.0,1.7,18.2,0.32,4.19,94.0
6796,1177787,646.0,7.1,0.003,1.73,8.34,774.0,1030.0,2.23,59.0,23.3,0.022,0.06,240.0,12.8,353.0,1.2,6.6,0.06,1.73,88.0
5705,1177791,392.0,0.5,0.003,0.005,8.04,478.0,447.0,0.22,220.0,3.1,0.04,0.77,46.5,51.1,84.4,3.2,22.0,1.04,0.005,91.0
7547,1177795,616.0,51.4,0.003,0.004,8.94,647.0,643.0,1.88,2.5,4.7,0.004,0.06,5.9,1.0,259.0,0.6,0.2,0.16,0.004,89.0
5706,1177799,349.0,0.5,0.003,0.003,8.03,426.0,468.0,0.24,420.0,4.8,0.159,1.24,86.3,111.0,17.7,2.9,34.9,2.43,0.003,104.0
5062,1177803,729.0,26.4,0.003,0.003,8.57,836.0,957.0,1.54,20.0,7.0,0.007,0.06,147.0,7.3,360.0,0.9,0.4,0.06,0.003,89.0
8902,1177807,952.0,0.5,0.003,0.1,8.2,1160.0,1400.0,0.69,120.0,6.5,0.095,0.15,307.0,44.0,460.0,2.0,2.7,0.27,0.1,88.0
5559,1177811,587.0,0.5,0.003,0.003,8.04,716.0,1030.0,0.12,130.0,1.6,0.157,0.32,326.0,37.5,301.0,2.1,8.3,0.38,0.003,85.0
4901,1177815,472.0,4.8,0.003,0.048,8.35,566.0,580.0,0.41,36.0,10.5,0.014,0.06,62.4,10.4,209.0,1.6,2.5,0.22,0.048,89.0
9259,1177819,595.0,0.5,0.033,2.76,7.63,726.0,2110.0,0.25,870.0,23.4,1.99,0.66,1090.0,194.0,328.0,6.3,92.3,1.06,2.8,90.0
6797,1177823,602.0,0.5,0.003,0.033,8.2,735.0,1030.0,0.17,74.0,0.7,0.053,0.06,313.0,18.3,332.0,1.0,6.8,0.06,0.033,86.0
5707,1177827,365.0,6.4,0.003,0.006,8.39,432.0,1730.0,1.18,46.0,2.3,0.011,0.06,919.0,14.8,575.0,1.7,2.3,0.18,0.006,98.0
3690,1177831,638.0,9.1,0.003,0.028,8.43,760.0,1230.0,0.6,24.0,2.0,0.017,0.06,378.0,8.0,458.0,1.1,1.0,0.06,0.028,99.0
5077,1177835,476.0,17.9,0.003,0.003,8.64,545.0,988.0,0.33,14.0,2.1,0.01,0.06,318.0,4.4,376.0,1.0,0.8,0.11,0.003,103.0
12371,1177839,608.0,26.8,0.003,0.003,8.68,688.0,1030.0,0.35,7.9,1.8,0.004,0.06,277.0,2.2,384.0,0.9,0.6,0.79,0.003,94.0
5063,1177843,742.0,0.5,0.031,1.79,7.94,906.0,1570.0,0.21,370.0,42.5,0.15,0.15,545.0,91.6,399.0,7.0,33.7,0.48,1.82,90.0
8903,1177847,618.0,11.9,0.003,0.003,8.44,730.0,1110.0,0.56,15.0,0.6,0.009,0.06,353.0,5.0,382.0,0.7,0.7,0.06,0.003,86.0
3272,1177851,565.0,30.8,0.003,0.003,8.75,627.0,968.0,0.41,7.2,1.9,0.004,0.06,261.0,2.0,362.0,0.9,0.5,0.06,0.003,95.0
5078,1177855,560.0,18.2,0.003,0.004,8.56,646.0,1040.0,0.73,13.0,1.8,0.004,0.06,336.0,4.0,361.0,0.7,0.7,0.06,0.004,87.0
6764,1177859,584.0,20.1,0.003,0.099,8.62,671.0,992.0,0.9,10.0,1.5,0.005,0.05,253.0,3.4,381.0,0.8,0.4,0.42,0.099,99.0
7548,1177863,597.0,19.5,0.003,0.003,8.58,688.0,962.0,0.32,12.0,2.9,0.013,0.06,240.0,3.7,355.0,1.1,0.7,0.06,0.003,92.0
6798,1177867,474.0,6.0,0.009,0.43,8.08,578.0,634.0,0.62,300.0,1.2,0.118,0.37,105.0,78.5,135.0,3.7,25.3,1.5,0.44,102.0
3105,1177871,525.0,10.0,0.005,0.02,8.39,619.0,687.0,1.85,59.0,1.2,0.011,0.13,90.2,16.5,257.0,2.3,4.4,0.3,0.02,100.0
9260,1177875,541.0,34.0,0.005,0.01,8.81,590.0,693.0,3.29,8.0,5.5,0.005,0.02,80.4,2.6,278.0,1.2,0.5,0.1,0.02,96.0
8904,1177879,404.0,28.0,0.005,0.02,8.76,437.0,1160.0,1.78,29.0,5.7,0.012,0.02,484.0,8.8,412.0,1.4,1.7,0.2,0.02,100.0
6765,1177883,661.0,18.0,0.007,0.02,8.49,769.0,1250.0,0.6,17.7,9.6,0.009,0.01,367.0,5.8,468.0,0.8,0.8,0.1,0.03,98.0
4902,1177887,560.0,16.0,0.061,0.15,8.51,650.0,1390.0,0.72,12.2,3.7,0.025,0.05,537.0,4.9,512.0,2.0,0.5,0.1,0.21,100.0
6799,1177891,562.0,4.7,0.003,0.3,8.33,677.0,759.0,0.39,58.0,1.2,0.015,0.03,126.0,17.3,270.0,2.0,3.5,0.19,0.303,93.0
3763,1177895,584.0,28.0,0.051,0.02,8.71,654.0,869.0,1.06,9.0,0.4,0.006,0.02,183.0,3.0,331.0,1.0,0.4,0.1,0.07,94.0
3244,1177899,478.0,37.0,0.005,0.01,8.88,508.0,529.0,3.43,4.0,19.9,0.005,0.01,0.9,1.3,220.0,0.7,0.2,0.1,0.02,94.0
3555,1177903,458.0,0.5,0.003,0.011,8.22,559.0,649.0,0.71,130.0,1.2,0.024,0.39,125.0,35.9,199.0,2.4,9.5,0.45,0.011,96.0
3459,1177907,663.0,22.0,0.003,0.016,8.58,764.0,998.0,0.37,12.0,1.1,0.005,0.01,175.0,3.8,419.0,0.9,0.6,0.02,0.016,109.0
8721,1177911,438.0,35.0,0.009,0.01,8.89,463.0,707.0,4.87,7.0,10.6,0.005,0.01,148.0,2.3,282.0,0.6,0.2,3.2,0.02,100.0
9261,1177915,467.0,28.0,0.005,0.01,8.76,512.0,988.0,1.2,9.0,5.8,0.005,0.01,331.0,2.9,368.0,0.8,0.5,0.1,0.02,98.0
3691,1177919,753.0,0.5,0.003,33.6,7.88,919.0,3320.0,0.08,900.0,25.4,0.007,0.07,1550.0,205.0,837.0,5.0,95.0,0.08,33.6,108.0
7549,1177923,902.0,39.0,0.062,0.19,8.59,1020.0,1020.0,0.9,10.0,0.7,0.005,0.02,63.2,4.0,404.0,1.3,0.3,0.1,0.26,92.0
8722,1177927,603.0,6.0,0.025,0.14,8.25,735.0,2000.0,0.25,9.1,5.9,0.05,0.1,893.0,2.0,739.0,4.0,1.0,0.1,0.14,104.0
3692,1177931,649.0,34.6,0.003,0.003,8.7,721.0,820.0,2.34,7.8,9.1,0.004,0.01,73.7,2.8,341.0,0.8,0.2,0.04,0.003,101.0
6800,1177935,607.0,22.0,0.003,0.003,8.64,695.0,724.0,1.21,17.0,16.8,0.013,0.06,37.7,5.1,297.0,0.8,1.0,0.15,0.003,99.0
8723,1177939,645.0,20.3,0.011,0.096,8.58,746.0,859.0,1.48,8.8,7.0,0.004,0.02,115.0,3.0,343.0,0.9,0.4,0.03,0.107,97.0
5708,1177943,678.0,23.2,0.003,0.003,8.63,781.0,933.0,0.79,13.0,6.7,0.007,0.02,163.0,4.4,350.0,1.1,0.5,0.13,0.003,90.0
3460,1177947,378.0,0.5,0.003,0.003,8.05,461.0,409.0,0.1,200.0,0.5,0.04,0.49,25.9,52.3,84.3,1.9,16.9,0.52,0.003,95.0
5064,1177951,339.0,0.5,0.003,0.016,8.11,414.0,356.0,0.11,250.0,1.3,0.13,0.01,18.4,64.0,44.2,1.7,22.3,1.34,0.016,97.0
4903,1177955,795.0,5.8,0.003,0.007,8.31,958.0,1640.0,0.2,36.0,2.2,0.037,0.17,539.0,12.4,607.0,1.3,1.2,0.16,0.007,100.0
8905,1177959,449.0,36.0,0.005,0.01,8.88,474.0,708.0,1.76,5.5,6.1,0.005,0.01,155.0,1.7,276.0,0.5,0.3,0.1,0.02,97.0
3368,1177963,398.0,0.5,0.003,0.013,8.06,486.0,401.0,0.09,370.0,4.2,0.158,1.01,22.2,79.8,10.2,1.5,42.6,0.99,0.013,94.0
8724,1177967,319.0,0.5,0.026,3.84,8.0,389.0,424.0,0.08,390.0,51.6,0.124,0.11,23.7,81.4,10.6,1.9,46.2,0.22,3.87,97.0
8906,1177971,560.0,22.4,0.003,0.003,8.62,637.0,864.0,1.22,7.7,1.3,0.004,0.01,203.0,2.5,320.0,0.8,0.3,0.01,0.003,91.0
3052,1177975,575.0,23.0,0.006,0.07,8.62,655.0,1100.0,1.06,10.0,0.4,0.005,0.01,324.0,3.7,424.0,0.7,0.5,0.1,0.08,102.0
3245,1177979,400.0,6.0,0.005,0.12,7.57,487.0,674.0,0.31,344.0,15.7,0.06,0.23,181.0,89.7,115.0,3.6,29.2,0.3,0.12,98.0
12372,1177983,588.0,17.0,0.008,0.01,8.53,683.0,950.0,0.84,10.0,15.6,0.006,0.01,217.0,3.5,359.0,1.3,0.7,0.1,0.02,95.0
5065,1177987,563.0,27.0,0.005,0.03,8.64,632.0,1000.0,1.27,10.0,6.9,0.005,0.01,264.0,3.3,392.0,0.7,0.5,0.1,0.04,102.0
5709,1177991,570.0,19.0,0.005,0.01,8.55,657.0,951.0,0.77,10.0,12.9,0.005,0.02,223.0,2.9,369.0,0.7,0.7,0.1,0.02,99.0
3556,1177995,502.0,3.2,0.003,0.003,8.3,606.0,667.0,0.75,110.0,6.1,0.012,0.28,100.0,29.8,219.0,2.0,8.5,0.3,0.003,95.0
4904,1177999,492.0,6.0,0.005,0.01,8.21,600.0,681.0,0.97,37.0,5.4,0.024,0.01,102.0,10.3,266.0,1.2,2.7,0.1,0.02,101.0
5066,1178003,486.0,0.5,0.003,0.086,8.23,593.0,687.0,0.45,190.0,18.2,0.02,0.01,119.0,47.0,191.0,2.5,16.9,0.01,0.089,95.0
5560,1178007,475.0,0.5,0.003,0.006,8.11,579.0,661.0,0.45,180.0,12.8,0.025,0.63,117.0,47.6,182.0,2.6,13.9,0.64,0.006,94.0
8523,1178011,440.0,0.5,0.003,0.003,7.89,537.0,591.0,0.11,23.0,20.7,0.004,0.01,60.2,3.3,236.0,3.5,3.7,0.03,0.003,101.0
3369,1178015,463.0,6.8,0.003,0.009,8.37,551.0,706.0,0.47,0.5,30.1,0.004,0.01,131.0,0.3,266.0,1.2,0.2,0.02,0.009,90.0
8907,1178019,484.0,0.5,0.003,0.003,8.27,591.0,666.0,0.43,200.0,17.3,0.024,0.41,110.0,52.7,174.0,2.6,17.1,0.42,0.003,94.0
3246,1178023,635.0,30.9,0.003,0.003,8.74,713.0,793.0,2.6,6.7,16.1,0.004,0.01,73.5,2.1,316.0,0.8,0.4,0.01,0.003,94.0
9262,1178027,474.0,0.5,0.031,0.258,8.23,578.0,613.0,0.44,170.0,2.3,0.015,0.19,89.3,44.6,175.0,2.4,13.5,2.02,0.289,96.0
3557,1178031,702.0,0.5,0.003,0.004,8.11,857.0,1070.0,0.63,88.0,1.9,0.024,0.01,224.0,25.3,383.0,2.0,6.0,0.39,0.004,98.0
3247,1178035,644.0,13.6,0.003,3.31,8.44,759.0,1020.0,2.14,46.0,1.6,0.006,0.07,223.0,16.9,371.0,1.1,0.8,0.07,3.31,95.0
3370,1178039,580.0,6.0,0.005,0.01,7.88,707.0,754.0,0.47,132.0,0.5,0.021,0.9,110.0,36.1,247.0,2.7,10.3,1.0,0.02,97.0
6801,1178043,665.0,23.4,0.003,0.037,8.56,764.0,1300.0,0.65,18.0,12.1,0.015,0.01,359.0,5.7,520.0,0.9,0.8,0.02,0.037,109.0
9263,1178047,649.0,8.6,0.003,0.007,8.36,775.0,1320.0,0.89,52.0,3.1,0.032,0.03,403.0,15.7,503.0,1.3,3.1,0.05,0.007,107.0
5710,1178051,585.0,15.6,0.009,0.016,8.51,682.0,1320.0,0.59,19.0,3.7,0.016,0.02,450.0,6.3,505.0,1.2,0.9,0.37,0.025,106.0
3248,1178055,587.0,0.5,0.003,0.175,8.16,716.0,1650.0,0.14,210.0,3.6,0.113,0.01,693.0,50.9,521.0,3.3,19.7,2.95,0.175,102.0
12373,1178059,572.0,0.5,0.003,0.009,8.27,697.0,746.0,0.71,41.0,1.7,0.015,0.02,116.0,11.5,269.0,1.6,3.0,0.11,0.009,90.0
12374,1178063,642.0,19.2,0.019,0.003,8.52,745.0,1260.0,0.54,19.0,2.7,0.01,0.01,389.0,5.7,472.0,1.1,1.1,0.05,0.019,99.0
5711,1178067,417.0,0.5,0.005,0.612,8.25,508.0,563.0,0.12,120.0,3.2,0.034,0.01,92.7,35.2,170.0,1.9,7.0,0.08,0.617,94.0
3404,1178071,638.0,22.4,0.06,0.06,8.57,732.0,1000.0,1.12,15.0,0.5,0.005,0.02,215.0,4.9,398.0,1.0,0.7,0.04,0.06,102.0
3693,1178075,602.0,0.5,0.003,0.003,8.22,735.0,1790.0,0.21,93.0,2.8,0.139,0.05,785.0,28.3,601.0,2.1,5.5,0.07,0.003,98.0
5712,1178079,589.0,0.5,0.003,0.003,7.94,719.0,1290.0,0.25,600.0,2.4,0.156,0.05,517.0,125.0,222.0,3.1,69.2,1.49,0.003,96.0
3558,1178083,643.0,16.2,0.003,0.003,8.48,752.0,1670.0,0.57,26.0,3.3,0.012,0.01,682.0,7.6,584.0,1.3,1.7,0.02,0.003,95.0
6802,1178087,555.0,7.6,0.018,0.345,8.37,662.0,1560.0,0.42,31.0,6.7,0.008,0.01,652.0,10.1,552.0,0.9,1.4,0.01,0.363,99.0
8725,1178091,539.0,0.5,0.006,3.96,8.08,658.0,787.0,1.04,230.0,53.7,0.004,0.02,98.2,50.7,216.0,1.9,24.0,0.11,3.97,95.0
3559,1178095,569.0,22.2,0.003,0.111,8.66,649.0,1080.0,1.91,8.5,4.9,0.004,0.01,307.0,2.4,418.0,0.7,0.6,0.84,0.111,102.0
3249,1178099,592.0,24.0,0.003,0.003,8.61,673.0,1330.0,1.17,34.0,3.2,0.004,0.08,448.0,9.5,510.0,1.1,2.4,0.13,0.003,107.0
6766,1178103,618.0,9.1,0.003,0.157,8.39,735.0,810.0,0.64,32.0,1.0,0.015,0.03,119.0,9.4,305.0,1.3,2.1,0.33,0.16,93.0
12375,1178107,434.0,7.0,0.003,0.004,8.41,515.0,894.0,0.46,27.0,2.6,0.026,0.01,308.0,8.2,311.0,1.4,1.5,0.03,0.004,93.0
6803,1178111,412.0,45.0,0.005,0.01,9.05,411.0,484.0,2.6,3.7,14.3,0.005,0.01,18.0,1.1,203.0,0.7,0.2,0.1,0.02,97.0
5067,1178115,526.0,50.0,0.005,0.03,8.98,539.0,628.0,2.85,5.0,1.9,0.005,0.02,46.5,1.5,261.0,0.8,0.3,0.2,0.03,98.0
3053,1178119,469.0,6.0,0.005,0.02,8.18,571.0,649.0,0.15,110.0,6.2,0.049,1.15,112.0,34.4,207.0,1.5,7.0,1.8,0.02,96.0
8524,1178123,925.0,23.0,0.005,0.01,8.5,1080.0,1000.0,1.15,15.0,14.0,0.009,0.11,27.0,5.0,399.0,2.0,0.6,4.9,0.02,91.0
8726,1178127,524.0,0.5,0.013,0.507,8.04,639.0,1190.0,0.56,110.0,122.0,0.046,0.25,305.0,26.9,404.0,3.1,9.8,0.37,0.52,98.0
3106,1178131,787.0,0.5,0.003,0.003,8.06,961.0,2360.0,0.53,200.0,236.0,0.063,0.54,869.0,56.0,713.0,2.9,14.1,0.62,0.003,87.0
8727,1178135,828.0,14.9,0.003,0.005,8.41,980.0,1120.0,0.65,13.0,4.5,0.005,0.07,195.0,4.5,419.0,0.9,0.4,0.09,0.005,89.0
4905,1178147,554.0,19.0,0.003,0.003,8.6,637.0,953.0,1.27,15.0,231.0,0.004,0.03,0.9,4.0,381.0,1.1,1.4,0.03,0.003,96.0
3560,1178151,295.0,17.2,0.003,0.106,8.86,325.0,624.0,1.99,6.4,3.7,0.004,0.02,207.0,2.2,232.0,0.4,0.2,0.08,0.106,98.0
3643,1178155,389.0,0.5,0.04,10.4,8.06,475.0,1580.0,0.22,670.0,15.2,0.383,1.8,776.0,163.0,273.0,6.1,64.5,1.93,10.4,102.0
3371,1178163,357.0,17.5,0.003,0.603,8.7,399.0,1120.0,4.77,20.0,28.2,0.013,0.01,472.0,5.6,388.0,1.0,1.5,0.01,0.603,96.0
9264,1178167,311.0,0.5,0.003,10.5,8.09,379.0,4480.0,0.94,740.0,68.9,0.006,0.01,2830.0,145.0,1100.0,5.9,93.1,0.02,10.5,93.0
3461,1178171,177.0,16.0,0.05,0.05,8.8,184.0,844.0,1.7,10.0,401.0,0.02,0.72,7.8,3.1,323.0,0.8,0.6,0.21,0.07,94.5
3054,1178175,421.0,20.2,0.003,0.112,8.72,472.0,672.0,5.94,15.0,37.0,0.004,0.01,114.0,3.8,256.0,0.6,1.4,0.11,0.115,94.0
5561,1178179,443.0,4.5,0.003,0.003,8.33,531.0,631.0,1.3,41.0,7.1,0.008,0.04,105.0,11.0,240.0,1.4,3.5,0.16,0.003,98.0
5562,1178183,381.0,0.5,0.003,0.196,8.2,464.0,1970.0,0.27,200.0,20.3,0.116,0.01,1060.0,48.7,594.0,2.6,18.3,3.11,0.196,99.0
3694,1178187,336.0,0.5,0.01,13.5,8.07,410.0,4490.0,0.36,990.0,48.2,0.529,0.34,2780.0,216.0,1080.0,5.1,109.0,1.02,13.5,100.0
3695,1178191,289.0,0.5,0.019,5.57,8.27,353.0,1330.0,2.4,50.0,14.8,0.007,0.01,633.0,13.7,460.0,1.1,3.8,0.77,5.59,106.0
3107,1178195,670.0,0.5,0.016,1.32,7.76,818.0,2660.0,0.28,740.0,249.0,1.52,0.01,1090.0,157.0,664.0,5.7,85.3,0.04,1.34,102.0
6767,1178199,709.0,0.5,0.031,4.62,7.7,865.0,3280.0,0.27,960.0,246.0,1.87,0.01,1490.0,205.0,776.0,6.6,108.0,0.01,4.65,101.0
3561,1178203,306.0,28.2,0.003,0.003,8.99,316.0,519.0,3.34,8.1,35.3,0.004,0.03,76.6,2.5,217.0,0.5,0.5,0.05,0.003,108.0
6768,1178207,262.0,18.5,0.003,0.003,8.88,282.0,626.0,3.99,6.4,9.1,0.008,0.03,221.0,2.5,231.0,0.4,0.2,1.23,0.003,99.0
3462,1178215,321.0,26.5,0.003,0.014,8.99,338.0,540.0,2.73,4.4,35.6,0.004,0.06,106.0,1.8,201.0,0.3,0.2,0.22,0.014,90.0
3562,1178219,292.0,14.2,0.003,0.008,8.74,327.0,743.0,3.83,8.2,35.5,0.004,0.01,242.0,2.7,283.0,0.4,0.3,0.16,0.008,103.0
5714,1178223,446.0,0.5,0.06,34.6,8.17,544.0,1040.0,0.31,130.0,28.6,0.005,0.03,247.0,27.4,300.0,1.5,14.8,0.19,34.7,90.0
3764,1178227,317.0,5.4,0.058,13.0,8.42,375.0,1240.0,1.28,57.0,15.7,0.008,0.01,572.0,14.8,380.0,1.0,4.8,0.03,13.1,90.0
5563,1178231,247.0,0.5,0.007,0.575,8.2,301.0,1680.0,0.27,220.0,26.0,0.125,0.55,930.0,58.2,490.0,1.3,17.6,1.8,0.582,103.0
8728,1178235,208.0,0.5,0.003,0.11,8.19,254.0,1470.0,0.66,190.0,29.6,0.187,0.45,843.0,40.7,410.0,2.9,21.1,0.46,0.11,96.0
3765,1178239,387.0,5.0,0.07,0.05,8.1,472.0,917.0,1.0,10.0,42.8,0.01,0.03,327.0,3.2,309.0,1.1,0.01,0.13,0.05,86.5
3108,1178243,232.0,14.0,0.05,0.05,8.7,254.0,1200.0,1.5,29.0,20.5,0.01,0.04,623.0,9.4,400.0,1.3,1.3,0.02,0.07,98.6
6769,1178247,736.0,39.0,0.05,0.29,8.7,819.0,1110.0,0.3,11.0,4.4,0.01,0.27,242.0,3.4,419.0,0.7,0.7,0.13,0.29,92.7
5079,1178251,274.0,8.0,0.05,0.09,8.4,319.0,1350.0,0.4,84.0,18.4,0.06,0.13,655.0,24.0,478.0,1.5,5.9,0.33,0.09,114.0
5068,1178255,297.0,18.0,0.003,0.06,8.86,326.0,642.0,3.43,11.0,104.0,0.02,0.12,92.2,3.3,258.0,1.1,0.7,2.35,0.06,105.0
3055,1178259,275.0,8.0,0.05,0.1,8.4,320.0,1340.0,0.1,108.0,20.8,0.07,0.1,654.0,31.2,459.0,1.5,7.2,5.68,0.1,112.0
5069,1178263,211.0,17.7,0.116,0.003,8.96,221.0,561.0,2.3,6.9,14.2,0.004,0.06,219.0,2.2,196.0,0.4,0.4,0.08,0.116,93.0
3406,1178267,294.0,16.2,0.003,0.019,8.77,326.0,551.0,4.66,4.8,105.0,0.004,0.01,47.9,1.9,217.0,0.4,0.2,0.68,0.019,94.0
3766,1178271,301.0,19.4,0.006,0.057,8.83,328.0,752.0,3.78,16.0,54.9,0.004,0.01,238.0,4.7,268.0,0.4,1.0,0.02,0.063,94.0
3372,1178275,761.0,0.5,0.02,0.272,7.88,929.0,2570.0,0.27,400.0,27.1,0.111,0.84,1170.0,85.3,773.0,4.7,44.7,1.89,0.292,103.0
3109,1178279,722.0,185.0,0.003,0.003,9.56,504.0,1600.0,0.28,23.0,29.3,0.006,1.29,548.0,1.9,581.0,3.0,4.5,7.17,0.003,97.0
6770,1178283,188.0,7.1,0.003,0.14,8.61,215.0,950.0,1.59,15.0,455.0,0.004,0.01,0.6,4.9,373.0,0.6,0.6,0.21,0.14,99.0
5564,1178287,346.0,52.0,0.006,0.038,9.24,317.0,551.0,2.65,4.7,94.0,0.006,0.01,25.5,1.5,218.0,0.4,0.2,8.76,0.044,94.0
12376,1178291,489.0,0.5,0.007,57.5,8.26,597.0,1470.0,0.78,230.0,89.6,0.004,0.05,335.0,53.6,418.0,2.4,22.7,1.79,57.5,97.0
7550,1178295,374.0,17.4,0.016,3.81,8.69,421.0,889.0,2.13,13.0,9.2,0.005,0.07,301.0,4.2,330.0,0.7,0.5,2.71,3.82,102.0
3563,1178299,196.0,5.0,0.07,0.05,8.3,239.0,728.0,1.6,8.0,16.4,0.01,0.03,340.0,3.0,249.0,0.6,0.01,1.05,0.05,95.4
6804,1178303,171.0,8.1,0.03,0.03,8.69,192.0,1290.0,1.05,22.0,16.7,0.005,0.01,730.0,7.1,433.0,0.7,0.9,0.17,0.03,101.0
3564,1178307,350.0,0.5,0.003,0.592,8.08,427.0,446.0,0.21,280.0,4.2,0.011,0.05,69.8,60.2,63.0,3.6,32.4,1.82,0.592,99.0
3373,1178311,527.0,3.2,0.003,0.003,8.31,636.0,740.0,0.71,63.0,0.5,0.047,0.11,143.0,16.5,257.0,1.3,5.2,0.15,0.003,92.0
5715,1178315,504.0,3.4,0.006,0.004,8.34,609.0,698.0,2.57,10.0,26.8,0.039,11.7,79.3,2.6,268.0,3.3,0.9,209.0,0.01,98.0
5070,1178319,267.0,0.5,0.003,0.336,8.0,326.0,285.0,0.13,240.0,1.3,0.065,0.01,19.1,54.5,21.0,2.1,24.8,0.09,0.336,99.0
5080,1178323,571.0,5.0,0.05,0.32,8.2,687.0,846.0,0.1,115.0,2.0,0.12,0.02,181.0,32.4,275.0,2.7,8.4,0.33,0.32,94.9
6771,1178327,460.0,0.5,0.003,0.003,7.95,562.0,522.0,0.13,190.0,0.5,0.07,0.49,55.8,44.6,122.0,1.8,19.6,0.62,0.003,89.0
5565,1178331,403.0,0.5,0.003,0.021,8.11,492.0,428.0,0.12,130.0,0.5,0.094,0.01,25.8,36.0,112.0,1.4,10.7,0.19,0.021,88.0
3407,1178335,676.0,10.6,0.003,0.995,8.42,803.0,1300.0,0.15,20.0,1.6,0.017,0.01,378.0,6.4,500.0,1.1,0.9,0.02,0.995,103.0
3767,1178339,560.0,19.0,0.003,0.39,8.57,645.0,694.0,0.36,13.0,1.0,0.013,0.02,83.4,4.2,266.0,0.6,0.6,0.46,0.39,91.0
3696,1178343,488.0,22.9,0.003,0.176,8.7,549.0,622.0,0.36,9.6,12.1,0.004,0.01,66.0,3.2,246.0,0.5,0.4,0.01,0.176,95.0
8729,1178347,570.0,0.5,0.003,0.186,7.93,696.0,1760.0,0.12,350.0,2.2,0.108,1.85,836.0,90.5,453.0,3.8,31.2,2.17,0.186,93.0
8730,1178351,457.0,6.0,0.003,0.044,8.35,545.0,700.0,0.3,53.0,7.9,0.021,0.15,160.0,14.7,237.0,1.3,4.0,0.16,0.044,90.0
8908,1178355,636.0,17.1,0.003,0.003,8.49,741.0,1280.0,0.14,19.0,18.9,0.019,0.06,407.0,6.3,467.0,1.0,0.8,0.06,0.003,95.0
3644,1178359,455.0,22.6,0.003,0.009,8.77,509.0,689.0,0.38,14.0,13.9,0.01,0.06,143.0,4.4,252.0,0.9,0.7,0.06,0.009,90.0
8731,1178363,464.0,0.5,0.003,0.003,8.02,566.0,561.0,0.08,140.0,0.5,0.207,0.67,77.3,37.0,154.0,2.2,11.2,1.02,0.003,88.0
3697,1178367,468.0,39.3,0.003,0.012,8.93,492.0,539.0,0.2,11.0,0.9,0.011,0.16,41.8,3.9,210.0,0.4,0.2,0.04,0.012,91.0
3463,1178371,427.0,19.3,0.003,0.006,8.7,482.0,507.0,0.31,18.0,1.9,0.033,0.06,48.4,5.7,192.0,0.9,1.0,0.09,0.006,91.0
8525,1178375,574.0,22.3,0.003,0.003,8.62,655.0,800.0,0.49,7.7,1.7,0.004,0.06,138.0,2.5,310.0,0.4,0.3,0.1,0.003,95.0
3374,1178379,525.0,3.2,0.004,0.169,8.31,634.0,775.0,0.47,52.0,1.1,0.04,0.06,169.0,15.1,268.0,1.6,3.5,0.08,0.173,90.0
3565,1178383,510.0,19.8,0.003,0.003,8.62,582.0,580.0,0.08,9.6,1.0,0.014,0.06,41.4,3.1,227.0,0.5,0.5,0.11,0.003,91.0
8526,1178387,545.0,0.5,0.012,0.033,8.29,665.0,671.0,0.33,49.0,0.5,0.017,0.06,72.8,13.1,253.0,1.1,3.9,0.09,0.045,97.0
3408,1178391,920.0,6.0,0.005,0.01,8.32,1120.0,1120.0,0.18,19.0,16.9,0.013,0.13,78.4,6.5,462.0,4.5,0.8,2.3,0.02,100.0
7551,1178395,477.0,0.5,0.003,0.093,8.22,582.0,584.0,0.19,190.0,0.5,0.065,0.96,80.7,43.5,150.0,2.0,20.6,1.01,0.093,93.0
5081,1178399,431.0,0.5,0.003,0.003,7.99,526.0,450.0,0.1,260.0,0.5,0.114,0.75,26.5,60.6,73.9,2.1,27.4,0.78,0.003,94.0
7552,1178403,428.0,20.8,0.003,0.003,8.69,480.0,905.0,0.81,16.0,2.6,0.007,0.06,307.0,5.6,330.0,0.8,0.6,0.06,0.003,98.0
3056,1178407,912.0,10.0,0.005,0.04,8.37,1090.0,1110.0,0.27,16.0,16.9,0.006,0.03,76.1,5.4,464.0,1.0,0.6,1.1,0.04,101.0
12377,1178411,508.0,0.5,0.003,0.27,8.08,620.0,576.0,0.1,170.0,1.1,0.096,0.86,43.2,42.8,163.0,2.2,16.1,1.0,0.27,96.0
